time,X_value,Y_value,Z_value
28.0535,-7.07979,0.50131,7.01276
28.0742,-7.0247,0.52466,7.23242
28.0958,-6.97923,0.60725,7.23779
28.1188,-7.1145,0.57254,7.06183
28.1444,-7.15161,0.65454,7.19949
28.156,-7.15401,0.71379,7.35393
28.175,-7.18393,0.65694,7.38324
28.1955,-7.04147,0.64735,7.51613
28.2157,-6.86789,0.77365,7.50056
28.2383,-6.62488,1.01906,7.24438
28.2569,-6.5363,1.0394,6.87868
28.2775,-6.56383,0.82153,6.911
28.2967,-6.69911,0.42709,7.82977
28.3175,-7.01634,0.19426,8.46542
28.3372,-6.88226,0.26428,8.28227
28.3577,-6.62668,0.58032,7.56761
28.3794,-6.56204,0.91013,6.95349
28.4031,-6.67815,0.98914,6.59676
28.4274,-6.74161,1.0011,6.64165
28.4383,-6.81821,1.00648,6.82838
28.4588,-6.79668,0.92987,7.0714
28.479,-6.96306,0.86583,6.98401
28.4991,-6.96066,0.74013,6.89664
28.5198,-6.81223,0.68806,7.00497
28.5422,-6.79308,0.61264,7.08936
28.5622,-6.76015,0.59528,7.3186
28.5803,-6.80923,0.56177,7.47842
28.6009,-6.92355,0.57434,7.33118
28.6206,-6.89423,0.62761,7.06543
28.6415,-6.81522,0.7132,6.87628
28.663,-6.80026,0.71559,6.79248
28.6837,-6.73741,0.64616,7.04088
28.7014,-6.90561,0.43188,7.29288
28.7226,-6.93852,0.27805,7.35153
28.742,-6.83377,0.31337,7.03908
28.7618,-6.86969,0.30737,6.73203
28.7826,-6.9481,0.29002,6.68654
28.805,-7.04565,0.35347,6.99539
28.8316,-7.01993,0.4666,7.24559
28.8447,-6.94391,0.55099,7.075
28.8639,-6.8679,0.5067,6.74161
28.8843,-6.64642,0.59288,6.46088
28.9035,-6.55125,0.68925,6.4543
28.9248,-6.72424,0.6707,6.58717
28.9448,-6.70987,0.65334,6.61591
28.9662,-6.59375,0.75629,6.62369
28.9847,-6.77393,0.7545,6.57101
29.0052,-6.98462,0.59648,6.61113
29.0255,-7.1528,0.55099,6.72604
29.0464,-7.1929,0.51927,6.9529
29.0658,-7.23302,0.55638,7.21805
29.0856,-7.35512,0.64197,7.17735
29.1153,-7.32159,0.82811,7.01215
29.1262,-7.18692,0.88857,6.81941
29.1468,-7.18213,0.89696,6.5788
29.1669,-7.34494,0.85506,6.66858
29.1872,-7.36829,0.78682,6.89304
29.2087,-7.32219,0.72157,7.01395
29.2289,-7.34435,0.61205,6.95409
29.2484,-7.3629,0.5025,6.92177
29.268,-7.2354,0.5007,6.91219
29.2883,-7.13245,0.53662,7.01814
29.3088,-7.17375,0.48874,7.15401
29.3276,-7.16417,0.4648,7.24738
29.351,-7.10492,0.49533,7.25516
29.3706,-7.13724,0.54021,7.04147
29.3955,-7.09654,0.61983,6.84036
29.41,-6.96246,0.68925,6.87868
29.4296,-6.95349,0.76167,7.02711
29.4502,-7.17435,0.83351,6.95349
29.4697,-7.35989,0.65993,6.98103
29.4914,-7.3168,0.40973,7.14084
29.511,-7.34074,0.1757,7.64362
29.5374,-7.79086,0.03264,7.6933
29.5508,-8.02669,-0.04338,7.2007
29.5717,-7.95726,-0.08049,6.85114
29.5913,-7.66217,0.03384,6.60155
29.6123,-7.48621,0.13979,6.61292
29.6319,-7.29405,0.13799,7.12947
29.6522,-6.96486,0.12781,7.71365
29.6735,-6.74878,0.14098,7.99617
29.6936,-6.68294,0.12721,7.85551
29.7129,-6.52733,0.12482,7.51373
29.733,-6.26755,0.21042,7.10013
29.7537,-6.18375,0.24274,6.75777
29.7751,-6.1245,0.2942,6.61771
29.7938,-6.13107,0.29062,6.9505
29.8152,-6.11432,0.14996,7.34793
29.8341,-6.08559,0.14876,7.46046
29.8546,-6.0778,0.19246,7.30064
29.875,-6.01016,0.18347,7.25276
29.8961,-6.09157,0.1703,7.30365
29.9164,-6.2879,-0.02243,7.55203
29.9382,-6.67276,-0.1553,7.84174
29.9644,-6.88824,-0.10503,7.9028
29.9762,-6.82001,0.19604,7.47183
29.9959,-6.76076,0.41212,6.97504
30.0172,-6.71826,0.61981,6.71527
30.0365,-6.69611,0.71918,6.67038
30.0579,-6.7823,0.57494,7.08098
30.078,-6.95708,0.32533,7.57478
30.0982,-7.09894,0.26129,7.4066
30.1175,-7.10851,0.36604,6.90741
30.1387,-6.94151,0.50371,6.67517
30.1582,-6.89662,0.47916,6.67216
30.1793,-7.13904,0.30559,7.03789
30.2005,-7.14801,0.12842,7.4066
30.2219,-6.99599,0.23016,7.30125
30.2398,-6.81702,0.41212,6.78291
30.2593,-6.84216,0.47856,6.52673
30.2793,-6.88345,0.51926,6.83438
30.3002,-6.93195,0.49294,7.20129
30.3201,-6.89484,0.47916,7.24319
30.344,-6.86011,0.56117,7.22882
30.3605,-6.80684,0.60725,7.20009
30.3833,-6.71227,0.73894,7.02892
30.4013,-6.81462,0.85805,6.88226
30.4219,-7.07021,0.77484,7.09415
30.4417,-7.19112,0.75211,7.32339
30.4623,-7.1151,0.84128,7.33716
30.4837,-7.10791,0.84068,7.23601
30.5062,-7.26414,0.81195,6.85294
30.5222,-7.22403,0.88438,6.75896
30.543,-7.30663,0.89456,6.89005
30.563,-7.41078,0.8389,6.85593
30.5836,-7.26534,0.75688,6.81822
30.6035,-7.12886,0.56895,6.91937
30.6239,-7.00735,0.2188,6.95648
30.644,-6.744,-0.04996,6.96965
30.6655,-6.91399,-0.37019,7.48979
30.6843,-7.27252,-0.43903,7.6891
30.7051,-7.1133,-0.25526,7.53169
30.7248,-6.91997,-0.08168,7.04747
30.7455,-6.91399,-0.02303,6.76614
30.7676,-7.06302,-0.05176,7.04088
30.7858,-7.18274,-0.08588,7.4856
30.8061,-7.1552,-0.04277,7.45508
30.8261,-6.96426,0.14816,7.25696
30.8462,-6.9493,0.23854,6.93074
30.8672,-7.04926,0.14816,6.9068
30.8869,-7.11809,0.00153,7.01454
30.9085,-7.06902,-0.13914,7.04446
30.9272,-7.10312,-0.34384,6.89124
30.9489,-7.00078,-0.44142,6.495
30.968,-6.80624,-0.43843,6.3741
30.9884,-6.84395,-0.59285,6.35674
31.0081,-7.14621,-0.73051,6.37529
31.0292,-7.36409,-0.776,6.57581
31.0494,-7.16417,-0.62637,6.7823
31.0689,-6.89543,-0.5318,6.77991
31.0894,-6.9882,-0.67604,6.96187
31.1109,-7.44669,-0.92984,7.04866
31.1298,-7.59094,-0.91188,7.2851
31.1512,-7.45209,-0.65689,7.06482
31.1702,-7.14563,-0.29716,6.66199
31.1924,-6.89423,-0.0332,6.36272
31.2104,-6.84395,0.0883,6.42378
31.2336,-6.92476,0.05359,6.63866
31.2511,-7.12407,-0.06732,6.69252
31.2725,-7.12706,-0.08109,6.70628
31.2914,-7.03789,-0.09724,6.5746
31.3123,-7.3228,-0.18524,6.46507
31.3346,-7.50835,-0.34863,6.55725
31.3565,-7.45328,-0.37019,6.68773
31.376,-7.5652,-0.31992,6.4561
31.3928,-7.61369,-0.30614,6.35493
31.4134,-7.45029,-0.14334,6.33339
31.4331,-7.34793,-0.15651,6.25677
31.4537,-7.36229,-0.16429,6.31065
31.4756,-7.38445,-0.21936,6.54947
31.4943,-7.48141,-0.29417,6.80147
31.519,-7.59752,-0.24629,6.88945
31.535,-7.59213,-0.11041,7.08936
31.5551,-7.51193,0.04222,6.91339
31.5753,-7.4874,0.20084,6.50279
31.5961,-7.39223,0.18288,6.48961
31.6175,-7.42455,0.14458,6.85892
31.6388,-7.53049,0.0117,7.16418
31.6591,-7.54904,-0.05714,7.15999
31.6758,-7.53827,-0.02184,6.81583
31.6976,-7.52631,0.0961,6.53331
31.7168,-7.5634,0.11765,6.54169
31.7371,-7.71245,0.11644,6.76735
31.7589,-7.66397,-0.0733,6.75896
31.7789,-7.56641,-0.38515,7.01573
31.8022,-7.60352,-0.67545,7.72682
31.818,-7.77948,-0.82329,8.16017
31.8387,-7.80045,-0.77301,7.58437
31.8587,-7.59813,-0.51144,6.83498
31.8791,-7.28209,-0.38994,6.64943
31.9007,-7.20129,-0.36301,6.93015
31.9224,-7.08936,-0.35643,7.58916
31.9393,-6.91997,-0.33487,7.85611
31.9599,-6.71825,-0.26903,7.52211
31.9796,-6.53391,-0.1619,7.08038
32.0005,-6.54527,-0.25287,6.51715
32.0201,-6.63866,-0.25227,6.01675
32.0414,-6.55006,-0.34265,6.07901
32.0606,-6.51414,-0.56053,6.79547
32.0867,-6.63985,-0.7317,7.02951
32.1012,-6.63745,-0.80473,6.96367
32.1225,-6.50816,-0.75865,6.94931
32.1416,-6.42137,-0.67006,6.84634
32.1626,-6.59076,-0.53899,6.66977
32.1825,-6.75537,-0.56651,6.72484
32.2042,-6.75117,-0.62277,7.23122
32.2223,-6.93373,-0.60481,7.61249
32.244,-7.22882,-0.60422,7.62805
32.2631,-7.14383,-0.4061,7.19171
32.2838,-6.8643,-0.17146,6.64464
32.3036,-6.96965,-0.09964,6.54349
32.3244,-7.25217,-0.17148,6.91339
32.344,-7.32399,-0.13914,7.10014
32.3704,-7.24557,0.0123,6.76016
32.3848,-7.17914,0.2122,6.27473
32.4057,-7.16238,0.28104,6.04669
32.4253,-7.14383,0.27266,6.23763
32.4459,-7.14143,0.1745,6.58418
32.4662,-7.21924,-0.03918,6.78889
32.4895,-7.27013,-0.14035,6.74878
32.5057,-7.27431,-0.20439,6.66438
32.5281,-7.27492,-0.18224,6.77274
32.5468,-7.39642,-0.20738,6.8709
32.5669,-7.4048,-0.10982,6.90381
32.5872,-7.32579,0.01289,6.84935
32.6081,-7.34554,0.01828,6.8679
32.6275,-7.54665,-0.03081,6.93852
32.6557,-7.58975,0.07214,7.02052
32.6687,-7.46045,0.23315,6.90141
32.6888,-7.31621,0.41512,6.69672
32.7089,-7.40181,0.42589,6.59795
32.7302,-7.49937,0.39955,6.60574
32.75,-7.44908,0.52464,6.59137
32.7712,-7.30424,0.58391,6.65781
32.7897,-7.24139,0.56953,6.75658
32.8111,-7.22762,0.5869,6.75119
32.8305,-7.30724,0.65514,6.8242
32.8504,-7.36409,0.57074,6.92955
32.8708,-7.38983,0.37621,7.02292
32.8922,-7.37128,0.29242,7.3252
32.912,-7.42934,0.02785,7.80823
32.9395,-7.42514,-0.19421,7.9794
32.9518,-7.34973,-0.18584,7.79684
32.9728,-7.23541,-0.0787,7.44669
32.9921,-7.16298,0.10028,6.89902
33.0134,-7.04207,0.28941,6.62907
33.0345,-6.99478,0.43068,6.50757
33.0591,-7.0265,0.44444,6.4549
33.0731,-7.05045,0.31755,6.48004
33.0942,-7.00795,0.27147,6.62727
33.114,-7.04147,0.07034,6.81642
33.1353,-7.18991,-0.12897,6.78171
33.1543,-7.18033,-0.21457,6.90919
33.1784,-7.20428,-0.30136,7.14383
33.195,-7.21266,-0.4037,6.96846
33.2234,-7.05884,-0.30914,6.59018
33.2354,-6.85173,-0.19661,6.48303
33.2574,-6.82359,-0.22594,6.54587
33.2758,-6.85294,-0.3654,6.77571
33.2965,-6.94749,-0.448,7.05106
33.3181,-6.9864,-0.51923,7.26953
33.3418,-6.99718,-0.51802,7.21207
33.3565,-6.9445,-0.43303,6.93434
33.3774,-6.87567,-0.27681,6.84933
33.3978,-6.88167,-0.12898,6.85773
33.4181,-6.89304,0.05719,6.62788
33.4378,-6.78828,0.23076,6.32561
33.4591,-6.67516,0.36185,6.1257
33.4784,-6.64403,0.45462,6.18735
33.507,-6.71587,0.3792,6.43335
33.5188,-6.85892,0.30438,6.75298
33.5393,-7.01094,0.10925,7.10793
33.5593,-7.06601,0.00571,7.05763
33.5792,-6.96846,0.06018,6.89842
33.5992,-7.13484,0.03384,6.87209
33.6209,-7.39102,-0.07689,6.91638
33.6397,-7.50235,-0.1194,6.88286
33.6607,-7.34973,-0.09186,6.94212
33.6805,-7.30423,-0.035,7.01215
33.702,-7.41975,-0.03261,7.04807
33.7214,-7.45985,0.09668,6.88406
33.7426,-7.40479,0.15056,6.71646
33.7621,-7.29407,0.25591,6.63567
33.7915,-7.26234,0.31216,6.65062
33.802,-7.38324,0.29482,6.67995
33.8224,-7.53288,0.16373,6.74339
33.8427,-7.45807,0.08292,6.79547
33.8634,-7.33476,0.12721,6.58418
33.8838,-7.30064,0.05479,6.50757
33.9047,-7.4413,0.01828,6.54588
33.9238,-7.39043,-0.1152,6.69672
33.9438,-7.32518,0.0087,6.71048
33.9639,-7.26175,0.13081,6.76016
33.9847,-7.17674,0.28224,6.81403
34.0043,-7.06541,0.48634,6.81403
34.0277,-7.08577,0.56236,6.63206
34.0453,-7.26054,0.45583,6.60393
34.0661,-7.35751,0.00929,7.23241
34.0854,-7.6077,-0.33487,7.92314
34.1069,-7.9812,-0.4462,7.83096
34.1259,-7.82558,-0.56471,7.25037
34.1469,-7.65199,-0.56352,6.86729
34.1678,-7.61009,-0.51744,6.7464
34.1891,-7.42035,-0.42944,6.88107
34.2094,-7.11211,-0.41508,7.30066
34.2276,-7.08876,-0.43124,7.43832
34.247,-6.97264,-0.3241,7.36349
34.2671,-6.79248,-0.16309,7.05824
34.2879,-6.76733,-0.1188,6.65482
34.3103,-6.84995,-0.16907,6.47824
34.3294,-6.78349,-0.14932,6.46208
34.3506,-6.73083,-0.31273,6.63446
34.3686,-6.7865,-0.5276,6.89662
34.3893,-6.87329,-0.70778,7.1971
34.409,-6.79666,-0.76942,7.35033
34.4301,-6.50696,-0.56711,7.42815
34.4517,-6.22505,-0.34386,7.34973
34.4703,-6.2442,-0.29237,6.84335
34.4917,-6.26695,-0.28101,6.74937
34.5102,-6.12808,-0.2774,7.16837
34.5312,-5.99281,-0.23073,7.5311
34.5512,-5.9162,-0.21098,7.59753
34.5711,-5.86053,-0.23851,7.58257
34.5948,-6.03232,-0.3654,7.573
34.6121,-6.16879,-0.44321,7.99138
34.6325,-6.28012,-0.48033,7.85132
34.6529,-6.09158,-0.49709,7.45627
34.6724,-6.1245,-0.39293,7.24318
34.6925,-6.16699,-0.35762,7.17555
34.713,-6.06703,-0.40071,7.45149
34.7345,-5.65285,-0.50845,7.71005
34.754,-5.39127,-0.42166,8.21762
34.777,-5.40623,-0.40431,8.65637
34.7941,-5.48225,-0.612,8.72879
34.8141,-5.2955,-0.56711,8.67851
34.8348,-5.0435,-0.48511,8.70905
34.8543,-4.85378,-0.58148,9.01012
34.877,-4.59938,-0.62398,9.64458
34.8964,-4.75201,-0.6162,9.62483
34.9156,-4.89746,-0.57608,9.31956
34.9355,-4.71849,-0.41867,9.02448
34.9568,-4.42999,-0.2403,8.69707
34.9756,-4.31747,-0.17805,8.74374
34.9968,-4.2648,-0.20439,8.85687
35.0186,-4.24803,-0.15411,8.94427
35.0391,-4.26779,-0.20021,9.01549
35.0609,-4.35458,-0.25706,8.9736
35.0777,-4.42162,-0.31033,8.92451
35.0983,-4.40427,-0.33966,9.07535
35.1176,-4.22409,-0.33069,9.18549
35.1383,-4.21092,-0.33188,9.12503
35.1602,-4.18639,-0.37677,9.06996
35.1795,-4.21272,-0.36899,9.05081
35.1994,-3.89668,-0.3259,9.11546
35.2188,-3.81589,-0.23491,8.87125
35.2395,-3.89908,-0.29837,8.81259
35.2593,-3.90567,-0.33307,8.87962
35.2803,-3.76321,-0.33427,8.98796
35.3006,-3.71234,-0.30853,9.18369
35.3205,-3.61717,-0.31572,9.30281
35.3445,-3.51242,-0.21756,9.25313
35.3621,-3.37177,-0.09964,9.15855
35.381,-3.30412,-0.12299,9.14479
35.4015,-3.34183,-0.10503,9.16394
35.4213,-3.25264,-0.05833,9.28903
35.4435,-3.12396,-0.01405,9.43628
35.463,-3.01563,0.00929,9.46681
35.482,-3.03297,-0.07091,9.48416
35.5025,-3.00604,-0.10742,9.58591
35.5227,-2.90848,-0.07809,9.54521
35.5426,-2.89053,-0.03261,9.26509
35.5631,-2.79297,-0.02542,9.13341
35.5842,-2.61998,-0.04219,9.42969
35.6037,-2.4081,-0.1595,9.76547
35.629,-2.42665,-0.18762,9.82593
35.6441,-2.56012,-0.17445,9.78523
35.6647,-2.58047,-0.24269,9.76369
35.6847,-2.37099,-0.06792,9.90555
35.705,-2.16867,0.10147,9.85945
35.7285,-1.89035,0.18048,9.83311
35.7468,-1.90651,0.14996,9.70741
35.7717,-2.06812,0.17271,9.59489
35.7855,-1.99271,0.19006,9.62602
35.8073,-1.8712,0.23256,9.7571
35.826,-1.46417,0.37502,9.94983
35.8468,-1.33369,0.36244,9.90314
35.8679,-1.51685,0.29361,9.77805
35.8873,-1.59526,0.28703,9.72298
35.9135,-1.5013,0.24454,9.69604
35.9282,-1.27563,0.34329,9.78644
35.9477,-1.08231,0.35466,9.84628
35.9685,-1.19423,0.44504,9.78583
35.9882,-1.09906,0.40674,9.69246
36.009,-0.91112,0.34509,9.74992
36.0297,-0.6693,0.36244,9.85466
36.0488,-0.58971,0.40614,9.90854
36.0688,-0.49812,0.41692,9.94026
36.0895,-0.64955,0.42828,9.94145
36.1093,-0.67828,0.22119,10.01328
36.1295,-0.58971,0.23256,10.1689
36.1493,-0.72198,0.2583,10.24731
36.1703,-0.74232,0.03384,10.26826
36.1968,-0.41553,0.10925,10.24013
36.2112,-0.39577,0.32414,10.15872
36.2308,-0.52026,0.32953,9.88998
36.2512,-0.46042,0.36363,9.75769
36.2716,-0.33173,0.39357,9.76369
36.293,-0.36943,0.381,9.85226
36.3135,-0.47836,0.31036,9.82474
36.3325,-0.33531,0.32713,9.83131
36.3521,-0.28683,0.299,9.89537
36.3732,-0.39098,0.35226,9.97557
36.3926,-0.43108,0.31876,10.01688
36.4134,-0.29761,0.30977,9.94086
36.4343,-0.28264,0.33971,9.98096
36.454,-0.28024,0.38878,9.96779
36.4809,-0.21321,0.37383,9.89896
36.4937,-0.28802,0.28343,9.96001
36.5143,-0.28563,0.31995,10.04381
36.535,-0.09052,0.4642,10.1312
36.5548,-0.02347,0.39297,9.93727
36.5764,-0.27965,0.34389,9.77327
36.597,-0.38979,0.36066,9.91393
36.6161,-0.26767,0.3385,10.01567
36.6356,0.10522,0.43906,10.06955
36.6563,0.25427,0.54858,9.91272
36.6763,0.17107,0.59229,9.68646
36.697,0.0759,0.63539,9.68767
36.7181,-0.0097,0.51028,9.7984
36.7403,-0.00311,0.57973,10.0043
36.7649,0.12138,0.69943,10.01627
36.7776,0.1573,0.6707,9.75171
36.7983,-0.01389,0.60905,9.55658
36.8184,-0.04622,0.58989,9.70143
36.8384,0.16568,0.60365,10.05757
36.8589,0.27222,0.59888,10.23535
36.8795,0.13156,0.57373,10.11443
36.9015,0.09027,0.58031,9.90195
36.9197,0.12019,0.59169,9.73436
36.9395,0.2016,0.63419,9.78224
36.9598,0.25845,0.62401,9.93307
36.9802,0.17107,0.56476,10.01747
36.9994,0.14233,0.57793,10.01149
37.0205,0.26384,0.69704,9.92828
37.0397,0.39612,0.76767,9.77206
37.0588,0.43384,0.76826,9.7122
37.0793,0.32489,0.75868,9.85046
37.1001,0.22972,0.65395,9.9624
37.1214,0.4039,0.68567,9.98753
37.142,0.41467,0.76468,9.89177
37.1615,0.22493,0.69284,9.81517
37.1826,0.18124,0.61803,9.88818
37.2021,0.37697,0.5869,9.93846
37.2234,0.42305,0.6749,9.90135
37.2426,0.41527,0.73355,9.92111
37.2634,0.41348,0.69882,9.98695
37.2843,0.42485,0.70421,9.97678
37.3058,0.44281,0.72696,9.90015
37.3232,0.45178,0.73773,9.75591
37.344,0.46915,0.74492,9.71042
37.364,0.42604,0.77605,9.88519
37.3847,0.43442,0.69044,10.08031
37.4044,0.42905,0.59888,10.12939
37.425,0.46675,0.66173,9.95282
37.4455,0.30154,0.60905,9.77686
37.4652,0.20639,0.54082,9.7607
37.4851,0.37877,0.62701,10.00131
37.5064,0.43562,0.64377,10.01686
37.5258,0.33148,0.6288,9.881
37.5464,0.25247,0.65034,9.9211
37.5668,0.3213,0.56355,9.92888
37.5887,0.43384,0.72816,9.84209
37.608,0.52362,0.88918,9.84868
37.626,0.37517,0.57613,9.92589
37.6473,0.21057,0.55159,9.60388
37.6673,0.24828,0.77425,9.25851
37.6879,0.44939,0.90712,9.4261
